edibility,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,paths
edible,knobbed,scaly,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,purple,purple,white,two,pendant,white,numerous,grasses
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,green,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,green,green,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,green,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,green,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,green,green,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,wood
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,green,green,white,one,evanescent,white,several,wood
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,green,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,green,green,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,green,green,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,wood
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,purple,purple,white,two,pendant,white,numerous,grasses
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,green,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,green,purple,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,green,green,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,purple,white,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,purple,purple,white,two,pendant,white,numerous,grasses
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,green,purple,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,green,green,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,green,green,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,purple,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,paths
edible,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,purple,purple,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,wood
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,wood
poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,green,green,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,green,green,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,wood
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,green,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,green,purple,white,one,evanescent,white,several,wood
poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,purple,green,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,purple,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,purple,white,one,evanescent,white,several,wood
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,green,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,purple,green,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,green,green,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,green,purple,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,purple,green,white,one,evanescent,white,several,paths
